invoice_id,customer_id,customer_name,customer_segment,region,sales_rep,collector,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,collection_status,payment_method,promise_to_pay_date,last_contact_date
RCV-0795,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-02-13,2025-05-14,90,61364.41,61364.41,0.0,2025-06-01,108,18,Paid,1-30 DPD,Check,,
RCV-0796,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-05-22,2025-07-06,45,54540.86,54540.86,0.0,2025-06-09,10,0,Paid,Current,ACH,,
RCV-0797,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-05-19,2025-06-18,30,8085.68,8085.68,0.0,2025-06-18,13,0,Paid,Current,Credit Card,,
RCV-0798,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-04-04,2025-05-19,45,92008.92,92008.92,0.0,2025-05-14,58,13,Paid,1-30 DPD,Credit Card,,
RCV-0799,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-03-27,2025-04-11,15,119643.95,119643.95,0.0,2025-04-07,66,51,Paid,31-60 DPD,Wire,,
RCV-0800,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-19,2025-01-03,15,36283.25,0.0,36283.25,,164,149,Overdue,90+ DPD,Credit Card,2025-06-17,2025-05-23
RCV-0801,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-02-04,2025-02-19,15,99018.38,99018.38,0.0,2025-05-22,117,102,Paid,90+ DPD,Check,,
RCV-0802,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-05-11,2025-05-26,15,28199.57,28199.57,0.0,2025-05-18,21,6,Paid,1-30 DPD,Credit Card,,
RCV-0803,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-03-28,2025-06-26,90,48738.76,0.0,48738.76,,65,0,Current,Current,Check,,
RCV-0804,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-16,2025-02-14,60,107868.95,107868.95,0.0,2025-04-08,167,107,Paid,90+ DPD,Wire,,
RCV-0805,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-03,2025-02-02,30,66558.27,66558.27,0.0,2025-02-19,149,119,Paid,90+ DPD,ACH,,
RCV-0806,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-04,2025-01-03,30,38167.1,38167.1,0.0,2025-04-20,179,149,Paid,90+ DPD,ACH,,
RCV-0807,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-09,2025-03-10,60,27891.33,27891.33,0.0,2025-03-16,143,83,Paid,61-90 DPD,Check,,
RCV-0808,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-17,2025-06-16,60,74286.63,0.0,74286.63,,45,0,Current,Current,Credit Card,,
RCV-0809,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-25,2025-04-09,15,47872.21,47872.21,0.0,2025-04-19,68,53,Paid,31-60 DPD,Wire,,
RCV-0810,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-02-24,2025-03-26,30,73466.09,17363.0,56103.09,2025-03-05,97,67,Partial,61-90 DPD,Check,,2025-05-27
RCV-0811,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-04,2025-06-03,60,33498.93,0.0,33498.93,,58,0,Current,Current,Wire,,
RCV-0812,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-21,2025-01-05,15,42233.32,42233.32,0.0,2025-02-18,162,147,Paid,90+ DPD,Wire,,
RCV-0813,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-02,2025-04-17,15,6511.71,6511.71,0.0,2025-04-02,60,45,Paid,31-60 DPD,Credit Card,,
RCV-0814,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-02,2025-05-02,30,56422.74,56422.74,0.0,2025-05-15,60,30,Paid,1-30 DPD,Check,,
RCV-0815,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-13,2025-07-12,90,10378.38,0.0,10378.38,,49,0,Current,Current,Credit Card,,
RCV-0816,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-06,2025-03-21,15,11646.81,11646.81,0.0,2025-04-27,87,72,Paid,61-90 DPD,ACH,,
RCV-0817,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-19,2025-06-18,60,16331.35,0.0,16331.35,,43,0,Current,Current,Credit Card,,
RCV-0818,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-02,2025-05-17,45,76261.66,76261.66,0.0,2025-05-28,60,15,Paid,1-30 DPD,Credit Card,,
RCV-0819,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-24,2025-07-23,90,7577.85,7577.85,0.0,2025-06-05,38,0,Paid,Current,ACH,,
RCV-0820,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-27,2025-04-11,15,81682.31,81682.31,0.0,2025-04-29,66,51,Paid,31-60 DPD,Wire,,
RCV-0821,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-11,2024-12-26,15,67098.79,67098.79,0.0,2025-03-15,172,157,Paid,90+ DPD,Check,,
RCV-0822,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-19,2025-02-02,45,12669.24,0.0,12669.24,,164,119,Overdue,90+ DPD,ACH,2025-06-11,2025-05-24
RCV-0823,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-11,2025-04-26,15,93285.27,0.0,93285.27,,51,36,Overdue,31-60 DPD,Credit Card,,2025-05-22
RCV-0824,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-27,2025-03-28,60,79388.47,79388.47,0.0,2025-05-12,125,65,Paid,61-90 DPD,ACH,,
RCV-0825,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-05-23,2025-06-07,15,14328.36,0.0,14328.36,,9,0,Current,Current,Credit Card,,
RCV-0826,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-05-17,2025-06-16,30,32040.29,0.0,32040.29,,15,0,Current,Current,Credit Card,,
RCV-0827,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-12,2025-05-11,60,26955.34,26955.34,0.0,2025-04-27,81,21,Paid,1-30 DPD,Check,,
RCV-0828,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-05-12,2025-06-26,45,69914.73,69914.73,0.0,2025-05-27,20,0,Paid,Current,Check,,
RCV-0829,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-18,2025-02-01,45,21205.8,0.0,21205.8,,165,120,Overdue,90+ DPD,Credit Card,,2025-05-20
RCV-0830,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-30,2025-05-14,45,78709.1,78709.1,0.0,2025-06-01,63,18,Paid,1-30 DPD,Credit Card,,
RCV-0831,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-05-14,2025-06-13,30,37702.85,0.0,37702.85,,18,0,Current,Current,Wire,,
RCV-0832,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-29,2025-05-29,30,40499.17,26684.08,13815.09,2025-05-03,33,3,Partial,1-30 DPD,Wire,,2025-05-23
RCV-0833,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-22,2025-05-07,15,49021.43,49021.43,0.0,2025-04-24,40,25,Paid,1-30 DPD,Credit Card,,
RCV-0834,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-22,2025-03-08,45,2098.12,2098.12,0.0,2025-01-28,130,85,Paid,61-90 DPD,Check,,
RCV-0835,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-31,2025-03-02,30,71649.26,71649.26,0.0,2025-03-18,121,91,Paid,90+ DPD,ACH,,
RCV-0836,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-18,2025-05-17,60,90737.8,90737.8,0.0,2025-05-18,75,15,Paid,1-30 DPD,Wire,,
RCV-0837,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-02-06,2025-04-07,60,101926.78,101926.78,0.0,2025-03-26,115,55,Paid,31-60 DPD,Wire,,
RCV-0838,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-01-09,2025-04-09,90,71936.98,28476.07,43460.91,2025-03-25,143,53,Partial,31-60 DPD,Check,2025-06-16,2025-05-31
RCV-0839,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2024-12-15,2025-03-15,90,32233.04,0.0,32233.04,,168,78,Overdue,61-90 DPD,Credit Card,2025-06-11,2025-05-31
RCV-0840,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-02,2025-07-01,90,104441.37,0.0,104441.37,,60,0,Current,Current,Wire,,
RCV-0841,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-06,2025-05-21,45,34981.8,34981.8,0.0,2025-04-11,56,11,Paid,1-30 DPD,Wire,,
RCV-0842,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-04-19,2025-05-04,15,39788.35,18075.18,21713.17,2025-04-24,43,28,Partial,1-30 DPD,ACH,2025-06-09,2025-05-19
RCV-0843,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-02-09,2025-05-10,90,91146.19,91146.19,0.0,2025-04-08,112,22,Paid,1-30 DPD,Check,,
RCV-0844,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-03-08,2025-04-07,30,73286.28,73286.28,0.0,2025-04-19,85,55,Paid,31-60 DPD,Wire,,
RCV-0845,CUST-025,SportsBrands SA,Retail,North,David Wong,Elena Ruiz,2025-02-17,2025-03-04,15,107200.95,107200.95,0.0,2025-03-18,104,89,Paid,61-90 DPD,Check,,
